"","dynamicColors","mergedColors"
"SPAG17","turquoise","greenyellow"
"SPAG4","green","green"
"SPAG5","turquoise","greenyellow"
"SPAG7","grey60","grey60"
"SPAG8","black","black"
"SPAG9","turquoise","greenyellow"
"SPARC","brown","brown"
"SPARCL1","brown","brown"
"SPAST","turquoise","greenyellow"
"SPATA13","yellow","black"
"SPATA17","black","black"
"SPATA18","turquoise","greenyellow"
"SPATA2","turquoise","greenyellow"
"SPATA20","black","black"
"SPATA2L","red","red"
"SPATA5","turquoise","greenyellow"
"SPATA5L1","turquoise","greenyellow"
"SPATA6","black","black"
"SPATS2","turquoise","greenyellow"
"SPATS2L","purple","greenyellow"
"SPC24","midnightblue","midnightblue"
"SPC25","turquoise","greenyellow"
"SPCS1","magenta","magenta"
"SPCS2","lightgreen","lightgreen"
"SPCS3","turquoise","greenyellow"
"SPDEF","yellow","black"
"SPDYA","turquoise","greenyellow"
"SPDYC","grey","grey"
"SPEF1","black","black"
"SPEF2","black","black"
"SPEN","turquoise","greenyellow"
"SPESP1","grey","grey"
"SPG11","turquoise","greenyellow"
"SPG21","turquoise","greenyellow"
"SPG7","tan","tan"
"SPHK1","yellow","black"
"SPHK2","turquoise","greenyellow"
"SPI1","blue","blue"
"SPIB","blue","blue"
"SPIN1","turquoise","greenyellow"
"SPIN2B","turquoise","greenyellow"
"SPIN4","turquoise","greenyellow"
"SPINK1","yellow","black"
"SPINK2","pink","pink"
"SPINK5","green","green"
"SPINK6","black","black"
"SPINK7","green","green"
"SPINT1","turquoise","greenyellow"
"SPINT2","lightcyan","lightcyan"
"SPIRE1","turquoise","greenyellow"
"SPIRE2","yellow","black"
"SPN","blue","blue"
"SPNS1","turquoise","greenyellow"
"SPNS2","yellow","black"
"SPNS3","yellow","black"
"SPOCD1","brown","brown"
"SPOCK1","brown","brown"
"SPOCK2","blue","blue"
"SPON1","brown","brown"
"SPON2","brown","brown"
"SPOP","turquoise","greenyellow"
"SPOPL","turquoise","greenyellow"
"SPP1","blue","blue"
"SPPL2A","turquoise","greenyellow"
"SPPL2B","black","black"
"SPPL3","pink","pink"
"SPR","yellow","black"
"SPRED1","turquoise","greenyellow"
"SPRED2","turquoise","greenyellow"
"SPRED3","turquoise","greenyellow"
"SPRN","red","red"
"SPRR1A","green","green"
"SPRR1B","green","green"
"SPRR2A","green","green"
"SPRR2B","green","green"
"SPRR2D","green","green"
"SPRR2E","green","green"
"SPRR2F","green","green"
"SPRR2G","green","green"
"SPRR3","green","green"
"SPRR4","green","green"
"SPRY1","brown","brown"
"SPRY2","brown","brown"
"SPRY4","brown","brown"
"SPRYD3","turquoise","greenyellow"
"SPRYD4","turquoise","greenyellow"
"SPSB1","turquoise","greenyellow"
"SPSB2","black","black"
"SPSB3","turquoise","greenyellow"
"SPTAN1","turquoise","greenyellow"
"SPTB","turquoise","greenyellow"
"SPTBN1","turquoise","greenyellow"
"SPTBN2","turquoise","greenyellow"
"SPTBN5","turquoise","greenyellow"
"SPTLC1","turquoise","greenyellow"
"SPTLC2","turquoise","greenyellow"
"SPTLC3","grey","grey"
"SPTY2D1","turquoise","greenyellow"
"SQLE","salmon","green"
"SQSTM1","greenyellow","greenyellow"
"SRA1","red","red"
"SRBD1","turquoise","greenyellow"
"SRC","turquoise","greenyellow"
"SRCAP","turquoise","greenyellow"
"SRD5A1","green","green"
"SRD5A3","yellow","black"
"SREBF1","turquoise","greenyellow"
"SREBF2","turquoise","greenyellow"
"SRF","royalblue","royalblue"
"SRFBP1","greenyellow","greenyellow"
"SRGAP1","turquoise","greenyellow"
"SRGAP2","turquoise","greenyellow"
"SRGAP3","turquoise","greenyellow"
"SRGN","blue","blue"
"SRI","yellow","black"
"SRM","red","red"
"SRMS","yellow","black"
"SRP14","turquoise","greenyellow"
"SRP19","red","red"
"SRP54","turquoise","greenyellow"
"SRP68","turquoise","greenyellow"
"SRP72","turquoise","greenyellow"
"SRP9","cyan","cyan"
"SRPK1","royalblue","royalblue"
"SRPK2","turquoise","greenyellow"
"SRPK3","yellow","black"
"SRPRB","pink","pink"
"SRPX","brown","brown"
"SRPX2","brown","brown"
"SRR","grey60","grey60"
"SRRD","turquoise","greenyellow"
"SRRM1","turquoise","greenyellow"
"SRRM2","turquoise","greenyellow"
"SRXN1","turquoise","greenyellow"
"SS18","turquoise","greenyellow"
"SS18L1","turquoise","greenyellow"
"SS18L2","magenta","magenta"
"SSB","turquoise","greenyellow"
"SSBP1","red","red"
"SSBP2","greenyellow","greenyellow"
"SSBP3","turquoise","greenyellow"
"SSBP4","black","black"
"SSH1","turquoise","greenyellow"
"SSH2","turquoise","greenyellow"
"SSH3","turquoise","greenyellow"
"SSNA1","turquoise","greenyellow"
"SSPN","brown","brown"
"SSR1","turquoise","greenyellow"
"SSR2","green","green"
"SSR3","pink","pink"
"SSR4","salmon","green"
"SSRP1","turquoise","greenyellow"
"SSTR5","yellow","black"
"SSU72","red","red"
"SSX2IP","turquoise","greenyellow"
"ST13","turquoise","greenyellow"
"ST14","lightgreen","lightgreen"
"ST3GAL1","turquoise","greenyellow"
"ST3GAL2","brown","brown"
"ST3GAL3","turquoise","greenyellow"
"ST3GAL4","yellow","black"
"ST3GAL5","blue","blue"
"ST3GAL6","grey","grey"
"ST6GAL1","yellow","black"
"ST6GAL2","brown","brown"
"ST6GALNAC1","yellow","black"
"ST6GALNAC2","green","green"
"ST6GALNAC4","yellow","black"
"ST6GALNAC5","brown","brown"
"ST6GALNAC6","turquoise","greenyellow"
"ST7","turquoise","greenyellow"
"ST7L","turquoise","greenyellow"
"ST8SIA4","blue","blue"
"STAB1","blue","blue"
"STAC","grey","grey"
"STAC3","blue","blue"
"STAG1","pink","pink"
"STAG2","turquoise","greenyellow"
"STAG3","yellow","black"
"STAM","turquoise","greenyellow"
"STAM2","turquoise","greenyellow"
"STAMBP","turquoise","greenyellow"
"STAMBPL1","blue","blue"
"STAP1","blue","blue"
"STAP2","midnightblue","midnightblue"
"STARD10","yellow","black"
"STARD13","brown","brown"
"STARD3","turquoise","greenyellow"
"STARD3NL","purple","greenyellow"
"STARD4","greenyellow","greenyellow"
"STARD5","green","green"
"STARD7","turquoise","greenyellow"
"STARD8","brown","brown"
"STAT1","blue","blue"
"STAT2","blue","blue"
"STAT3","turquoise","greenyellow"
"STAT4","blue","blue"
"STAT5A","blue","blue"
"STAT5B","turquoise","greenyellow"
"STAT6","turquoise","greenyellow"
"STAU1","turquoise","greenyellow"
"STAU2","turquoise","greenyellow"
"STBD1","turquoise","greenyellow"
"STC1","brown","brown"
"STC2","purple","greenyellow"
"STEAP1","yellow","black"
"STEAP2","yellow","black"
"STEAP3","turquoise","greenyellow"
"STEAP4","midnightblue","midnightblue"
"STIL","turquoise","greenyellow"
"STIM1","turquoise","greenyellow"
"STIM2","lightyellow","greenyellow"
"STIP1","turquoise","greenyellow"
"STK10","blue","blue"
"STK11","midnightblue","midnightblue"
"STK11IP","darkred","darkred"
"STK16","darkred","darkred"
"STK17A","green","green"
"STK17B","blue","blue"
"STK19","royalblue","royalblue"
"STK24","turquoise","greenyellow"
"STK25","darkred","darkred"
"STK3","turquoise","greenyellow"
"STK31","grey","grey"
"STK32C","red","red"
"STK35","turquoise","greenyellow"
"STK36","black","black"
"STK38","turquoise","greenyellow"
"STK38L","turquoise","greenyellow"
"STK39","turquoise","greenyellow"
"STK4","turquoise","greenyellow"
"STK40","turquoise","greenyellow"
"STMN1","purple","greenyellow"
"STMN2","brown","brown"
"STMN3","grey","grey"
"STOM","green","green"
"STOML1","blue","blue"
"STOML2","red","red"
"STON1","brown","brown"
"STON2","green","green"
"STOX1","black","black"
"STOX2","turquoise","greenyellow"
"STRA6","yellow","black"
"STRADA","turquoise","greenyellow"
"STRADB","turquoise","greenyellow"
"STRAP","red","red"
"STRBP","turquoise","greenyellow"
"STRN","turquoise","greenyellow"
"STRN3","turquoise","greenyellow"
"STRN4","turquoise","greenyellow"
"STS","yellow","black"
"STT3A","lightgreen","lightgreen"
"STT3B","magenta","magenta"
"STUB1","red","red"
"STX10","midnightblue","midnightblue"
"STX11","blue","blue"
"STX12","turquoise","greenyellow"
"STX16","turquoise","greenyellow"
"STX17","turquoise","greenyellow"
"STX18","lightyellow","greenyellow"
"STX19","yellow","black"
"STX1A","yellow","black"
"STX1B","blue","blue"
"STX2","turquoise","greenyellow"
"STX3","turquoise","greenyellow"
"STX5","royalblue","royalblue"
"STX6","turquoise","greenyellow"
"STX7","purple","greenyellow"
"STX8","grey60","grey60"
"STXBP1","turquoise","greenyellow"
"STXBP2","midnightblue","midnightblue"
"STXBP3","turquoise","greenyellow"
"STXBP5","turquoise","greenyellow"
"STXBP6","brown","brown"
"STYK1","turquoise","greenyellow"
"STYX","turquoise","greenyellow"
"STYXL1","turquoise","greenyellow"
"SUB1","turquoise","greenyellow"
"SUCLA2","turquoise","greenyellow"
"SUCLG1","turquoise","greenyellow"
"SUCLG2","magenta","magenta"
"SUCNR1","blue","blue"
"SUDS3","turquoise","greenyellow"
"SUFU","turquoise","greenyellow"
"SUGT1","turquoise","greenyellow"
"SULF1","brown","brown"
"SULF2","brown","brown"
"SULT1A1","yellow","black"
"SULT1A2","yellow","black"
"SULT1C4","brown","brown"
"SULT1E1","grey","grey"
"SULT2B1","green","green"
"SULT4A1","grey","grey"
"SUMF1","magenta","magenta"
"SUMF2","turquoise","greenyellow"
"SUMO1","darkred","darkred"
"SUMO2","purple","greenyellow"
"SUMO3","turquoise","greenyellow"
"SUOX","turquoise","greenyellow"
"SUPT16H","turquoise","greenyellow"
"SUPT3H","red","red"
"SUPT5H","lightcyan","lightcyan"
"SUPT6H","turquoise","greenyellow"
"SUPV3L1","turquoise","greenyellow"
"SURF1","red","red"
"SURF2","turquoise","greenyellow"
"SURF4","turquoise","greenyellow"
"SURF6","turquoise","greenyellow"
"SUSD1","turquoise","greenyellow"
"SUSD2","black","black"
"SUSD3","blue","blue"
"SUSD4","green","green"
"SUV39H1","midnightblue","midnightblue"
"SUV39H2","turquoise","greenyellow"
"SUZ12","turquoise","greenyellow"
"SV2A","brown","brown"
"SVEP1","brown","brown"
"SVIL","salmon","green"
"SVIP","black","black"
"SWAP70","turquoise","greenyellow"
"SYAP1","purple","greenyellow"
"SYCE1L","red","red"
"SYCE2","midnightblue","midnightblue"
"SYCP2","turquoise","greenyellow"
"SYDE1","brown","brown"
"SYF2","turquoise","greenyellow"
"SYK","turquoise","greenyellow"
"SYMPK","lightcyan","lightcyan"
"SYN1","yellow","black"
"SYNC","turquoise","greenyellow"
"SYNCRIP","purple","greenyellow"
"SYNE1","brown","brown"
"SYNE2","turquoise","greenyellow"
"SYNGAP1","turquoise","greenyellow"
"SYNGR1","turquoise","greenyellow"
"SYNGR2","turquoise","greenyellow"
"SYNGR3","green","green"
"SYNGR4","yellow","black"
"SYNJ1","turquoise","greenyellow"
"SYNJ2","purple","greenyellow"
"SYNJ2BP","turquoise","greenyellow"
"SYNM","turquoise","greenyellow"
"SYNPO","green","green"
"SYNPO2","brown","brown"
"SYP","black","black"
"SYPL1","turquoise","greenyellow"
"SYS1","black","black"
"SYT11","blue","blue"
"SYT12","green","green"
"SYT17","turquoise","greenyellow"
"SYT7","blue","blue"
"SYT8","grey","grey"
"SYTL1","green","green"
"SYTL2","turquoise","greenyellow"
"SYTL3","black","black"
"SYTL4","turquoise","greenyellow"
"SYTL5","turquoise","greenyellow"
"SYVN1","turquoise","greenyellow"
"TACC1","turquoise","greenyellow"
"TACC2","turquoise","greenyellow"
"TACC3","lightyellow","greenyellow"
"TACO1","red","red"
"TACR2","black","black"
"TACSTD2","green","green"
"TADA2A","turquoise","greenyellow"
"TADA2B","lightyellow","greenyellow"
"TADA3","magenta","magenta"
"TAF1","turquoise","greenyellow"
"TAF10","red","red"
"TAF11","royalblue","royalblue"
"TAF12","turquoise","greenyellow"
"TAF13","turquoise","greenyellow"
"TAF15","turquoise","greenyellow"
"TAF1A","cyan","cyan"
"TAF1B","turquoise","greenyellow"
"TAF1C","tan","tan"
"TAF1D","lightgreen","lightgreen"
"TAF2","turquoise","greenyellow"
"TAF4","turquoise","greenyellow"
"TAF5","turquoise","greenyellow"
"TAF5L","turquoise","greenyellow"
"TAF6","turquoise","greenyellow"
"TAF6L","turquoise","greenyellow"
"TAF7","turquoise","greenyellow"
"TAF7L","pink","pink"
"TAF8","royalblue","royalblue"
"TAF9","greenyellow","greenyellow"
"TAF9B","turquoise","greenyellow"
"TAGAP","blue","blue"
"TAGLN","brown","brown"
"TAGLN2","cyan","cyan"
"TALDO1","red","red"
"TANC1","turquoise","greenyellow"
"TANC2","turquoise","greenyellow"
"TANK","turquoise","greenyellow"
"TAOK1","turquoise","greenyellow"
"TAOK2","turquoise","greenyellow"
"TAOK3","turquoise","greenyellow"
"TAP1","blue","blue"
"TAP2","blue","blue"
"TAPBP","blue","blue"
"TAPBPL","blue","blue"
"TAPT1","lightyellow","greenyellow"
"TARBP1","turquoise","greenyellow"
"TARBP2","red","red"
"TARS2","cyan","cyan"
"TAS1R3","tan","tan"
"TAS2R14","turquoise","greenyellow"
"TAS2R4","turquoise","greenyellow"
"TAS2R5","turquoise","greenyellow"
"TASP1","turquoise","greenyellow"
"TATDN1","turquoise","greenyellow"
"TATDN2","magenta","magenta"
"TATDN3","cyan","cyan"
"TAX1BP1","turquoise","greenyellow"
"TAX1BP3","green","green"
"TAZ","black","black"
"TBC1D1","lightyellow","greenyellow"
"TBC1D10A","green","green"
"TBC1D10B","tan","tan"
"TBC1D10C","blue","blue"
"TBC1D13","turquoise","greenyellow"
"TBC1D14","turquoise","greenyellow"
"TBC1D15","turquoise","greenyellow"
"TBC1D16","yellow","black"
"TBC1D17","lightcyan","lightcyan"
"TBC1D19","lightyellow","greenyellow"
"TBC1D2","green","green"
"TBC1D20","turquoise","greenyellow"
"TBC1D22A","turquoise","greenyellow"
"TBC1D22B","turquoise","greenyellow"
"TBC1D23","pink","pink"
"TBC1D24","turquoise","greenyellow"
"TBC1D25","turquoise","greenyellow"
"TBC1D2B","turquoise","greenyellow"
"TBC1D4","turquoise","greenyellow"
"TBC1D5","magenta","magenta"
"TBC1D7","red","red"
"TBC1D8","turquoise","greenyellow"
"TBC1D8B","turquoise","greenyellow"
"TBC1D9","turquoise","greenyellow"
"TBC1D9B","greenyellow","greenyellow"
"TBCA","red","red"
"TBCB","lightcyan","lightcyan"
"TBCC","royalblue","royalblue"
"TBCCD1","pink","pink"
"TBCD","turquoise","greenyellow"
"TBCE","cyan","cyan"
"TBCEL","lightgreen","lightgreen"
"TBK1","turquoise","greenyellow"
"TBKBP1","grey","grey"
"TBL1X","turquoise","greenyellow"
"TBL1XR1","pink","pink"
"TBL2","turquoise","greenyellow"
"TBL3","red","red"
"TBP","purple","greenyellow"
"TBPL1","purple","greenyellow"
"TBRG1","lightgreen","lightgreen"
"TBRG4","red","red"
"TBX1","turquoise","greenyellow"
"TBX15","black","black"
"TBX19","turquoise","greenyellow"
"TBX2","brown","brown"
"TBX21","blue","blue"
"TBX3","brown","brown"
"TBX6","green","green"
"TBXA2R","brown","brown"
"TBXAS1","blue","blue"
"TC2N","yellow","black"
"TCAP","yellow","black"
"TCEA1","turquoise","greenyellow"
"TCEA2","blue","blue"
"TCEA3","yellow","black"
"TCEAL1","turquoise","greenyellow"
"TCEAL2","brown","brown"
"TCEAL3","black","black"
"TCEAL4","turquoise","greenyellow"
"TCEAL7","brown","brown"
"TCEAL8","pink","pink"
"TCEANC","turquoise","greenyellow"
"TCERG1","greenyellow","greenyellow"
"TCF12","turquoise","greenyellow"
"TCF15","yellow","black"
"TCF19","turquoise","greenyellow"
"TCF20","turquoise","greenyellow"
"TCF25","tan","tan"
"TCF3","midnightblue","midnightblue"
"TCF4","brown","brown"
"TCF7","brown","brown"
"TCF7L1","brown","brown"
"TCF7L2","turquoise","greenyellow"
"TCFL5","turquoise","greenyellow"
"TCHP","turquoise","greenyellow"
"TCIRG1","blue","blue"
"TCN1","lightcyan","lightcyan"
"TCN2","black","black"
"TCOF1","red","red"
"TCP1","purple","greenyellow"
"TCP10L","black","black"
"TCP11","black","black"
"TCP11L1","turquoise","greenyellow"
"TCP11L2","turquoise","greenyellow"
"TCTA","magenta","magenta"
"TCTE3","purple","greenyellow"
"TCTEX1D2","pink","pink"
"TCTEX1D4","black","black"
"TCTN1","black","black"
"TCTN2","black","black"
"TCTN3","purple","greenyellow"
"TDO2","blue","blue"
"TDP1","turquoise","greenyellow"
"TDRD10","pink","pink"
"TDRD3","turquoise","greenyellow"
"TDRD5","yellow","black"
"TDRD7","blue","blue"
"TDRKH","turquoise","greenyellow"
"TEAD1","turquoise","greenyellow"
"TEAD2","purple","greenyellow"
"TEAD3","turquoise","greenyellow"
"TEAD4","red","red"
"TEC","turquoise","greenyellow"
"TECPR1","turquoise","greenyellow"
"TECPR2","turquoise","greenyellow"
"TECR","green","green"
"TEF","turquoise","greenyellow"
"TEK","brown","brown"
"TEKT2","black","black"
"TELO2","red","red"
"TEP1","turquoise","greenyellow"
"TEPP","green","green"
"TERF1","turquoise","greenyellow"
"TERF2","tan","tan"
"TERF2IP","tan","tan"
"TERT","magenta","magenta"
"TES","turquoise","greenyellow"
"TESC","green","green"
"TESK1","turquoise","greenyellow"
"TESK2","turquoise","greenyellow"
"TET2","turquoise","greenyellow"
"TEX10","turquoise","greenyellow"
"TEX101","grey","grey"
"TEX2","turquoise","greenyellow"
"TEX261","turquoise","greenyellow"
"TEX264","magenta","magenta"
"TEX9","greenyellow","greenyellow"
"TF","grey","grey"
"TFAM","turquoise","greenyellow"
"TFAP2A","salmon","green"
"TFAP2C","green","green"
"TFAP2E","green","green"
"TFAP4","turquoise","greenyellow"
"TFB1M","purple","greenyellow"
"TFB2M","cyan","cyan"
"TFCP2","turquoise","greenyellow"
"TFCP2L1","turquoise","greenyellow"
"TFDP1","turquoise","greenyellow"
"TFDP2","pink","pink"
"TFE3","turquoise","greenyellow"
"TFEB","blue","blue"
"TFEC","blue","blue"
"TFF1","yellow","black"
"TFF3","yellow","black"
"TFG","pink","pink"
"TFIP11","turquoise","greenyellow"
"TFPI","brown","brown"
"TFPI2","green","green"
"TFPT","lightcyan","lightcyan"
"TFR2","turquoise","greenyellow"
"TFRC","pink","pink"
"TGDS","turquoise","greenyellow"
"TGFA","turquoise","greenyellow"
"TGFB1","green","green"
"TGFB1I1","brown","brown"
"TGFB2","brown","brown"
"TGFB3","brown","brown"
"TGFBI","brown","brown"
"TGFBR1","turquoise","greenyellow"
"TGFBR2","turquoise","greenyellow"
"TGFBR3","turquoise","greenyellow"
"TGFBRAP1","turquoise","greenyellow"
"TGIF1","purple","greenyellow"
"TGIF2","purple","greenyellow"
"TGM1","green","green"
"TGM2","brown","brown"
"TGM5","green","green"
"TGOLN2","turquoise","greenyellow"
"TGS1","turquoise","greenyellow"
"TH","greenyellow","greenyellow"
"THAP1","turquoise","greenyellow"
"THAP10","turquoise","greenyellow"
"THAP11","tan","tan"
"THAP2","turquoise","greenyellow"
"THAP3","red","red"
"THAP4","darkred","darkred"
"THAP5","turquoise","greenyellow"
"THAP6","lightyellow","greenyellow"
"THAP7","red","red"
"THAP8","lightcyan","lightcyan"
"THAP9","lightyellow","greenyellow"
"THBD","green","green"
"THBS1","brown","brown"
"THBS2","brown","brown"
"THBS3","turquoise","greenyellow"
"THBS4","brown","brown"
"THEM4","cyan","cyan"
"THEM5","salmon","green"
"THG1L","red","red"
"THNSL1","turquoise","greenyellow"
"THNSL2","grey","grey"
"THOC1","turquoise","greenyellow"
"THOC2","turquoise","greenyellow"
"THOC3","greenyellow","greenyellow"
"THOC5","turquoise","greenyellow"
"THOC6","red","red"
"THOC7","magenta","magenta"
"THOP1","midnightblue","midnightblue"
"THRA","turquoise","greenyellow"
"THRAP3","turquoise","greenyellow"
"THRB","turquoise","greenyellow"
"THSD1","green","green"
"THSD4","turquoise","greenyellow"
"THTPA","turquoise","greenyellow"
"THUMPD1","turquoise","greenyellow"
"THUMPD2","turquoise","greenyellow"
"THUMPD3","magenta","magenta"
"THY1","brown","brown"
"THYN1","lightgreen","lightgreen"
"TIA1","turquoise","greenyellow"
"TIAF1","turquoise","greenyellow"
"TIAL1","turquoise","greenyellow"
"TIAM1","green","green"
"TIAM2","purple","greenyellow"
"TICAM1","salmon","green"
"TIE1","brown","brown"
"TIFA","turquoise","greenyellow"
"TIGD1","darkred","darkred"
"TIGD2","turquoise","greenyellow"
"TIGD3","black","black"
"TIGD5","red","red"
"TIGD7","turquoise","greenyellow"
"TIGIT","blue","blue"
"TIMELESS","turquoise","greenyellow"
"TIMM10","red","red"
"TIMM13","midnightblue","midnightblue"
"TIMM17B","red","red"
"TIMM22","grey60","grey60"
"TIMM44","midnightblue","midnightblue"
"TIMM50","lightcyan","lightcyan"
"TIMM8A","royalblue","royalblue"
"TIMM8B","lightgreen","lightgreen"
"TIMM9","red","red"
"TIMP1","green","green"
"TIMP2","brown","brown"
"TIMP3","turquoise","greenyellow"
"TINAGL1","salmon","green"
"TINF2","turquoise","greenyellow"
"TIPARP","salmon","green"
"TIPIN","turquoise","greenyellow"
"TIPRL","cyan","cyan"
"TIRAP","lightgreen","lightgreen"
"TJAP1","royalblue","royalblue"
"TJP1","turquoise","greenyellow"
"TJP2","turquoise","greenyellow"
"TJP3","yellow","black"
"TK1","pink","pink"
"TK2","magenta","magenta"
"TKT","magenta","magenta"
"TLCD1","yellow","black"
"TLE1","turquoise","greenyellow"
"TLE2","yellow","black"
"TLE3","turquoise","greenyellow"
"TLE4","turquoise","greenyellow"
"TLE6","yellow","black"
"TLK1","turquoise","greenyellow"
"TLK2","turquoise","greenyellow"
"TLL1","brown","brown"
"TLL2","grey","grey"
"TLN1","turquoise","greenyellow"
"TLN2","turquoise","greenyellow"
"TLR1","blue","blue"
"TLR10","blue","blue"
"TLR2","blue","blue"
"TLR3","blue","blue"
"TLR4","blue","blue"
"TLR5","turquoise","greenyellow"
"TLR6","blue","blue"
"TLR7","blue","blue"
"TLR8","blue","blue"
"TLX2","pink","pink"
"TLX3","grey","grey"
"TM2D1","turquoise","greenyellow"
